

End Points:

   Index   Instance                                                                                                                                                                                                                                                                                                 Pin               Type   Start Clock                                                      End Clock                                                        Clock Delay    Req Per     Slack
    1378   protocol_inst/cmd_rx_inst/uart_rx_inst/r_Clock_Count[13]                                                                                                                                                                                                                                                 CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.495
    1379   protocol_inst/cmd_rx_inst/uart_rx_inst/r_Clock_Count[14]                                                                                                                                                                                                                                                 CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.495
    1380   protocol_inst/cmd_rx_inst/uart_rx_inst/r_Clock_Count[15]                                                                                                                                                                                                                                                 CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.495
    1381   protocol_inst/cmd_rx_inst/uart_rx_inst/r_Clock_Count[1]                                                                                                                                                                                                                                                  CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.495
    1382   protocol_inst/cmd_rx_inst/uart_rx_inst/r_Clock_Count[2]                                                                                                                                                                                                                                                  CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.495
    1383   protocol_inst/cmd_rx_inst/uart_rx_inst/r_Clock_Count[3]                                                                                                                                                                                                                                                  CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.495
    1384   protocol_inst/cmd_rx_inst/uart_rx_inst/r_Clock_Count[4]                                                                                                                                                                                                                                                  CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.495
    1385   protocol_inst/cmd_rx_inst/uart_rx_inst/r_Clock_Count[5]                                                                                                                                                                                                                                                  CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.495
    1386   protocol_inst/cmd_rx_inst/uart_rx_inst/r_Clock_Count[6]                                                                                                                                                                                                                                                  CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.495
    1387   protocol_inst/cmd_rx_inst/uart_rx_inst/r_Clock_Count[7]                                                                                                                                                                                                                                                  CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.495
    1388   protocol_inst/cmd_rx_inst/uart_rx_inst/r_Clock_Count[8]                                                                                                                                                                                                                                                  CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.495
    1389   protocol_inst/cmd_rx_inst/uart_rx_inst/r_Clock_Count[9]                                                                                                                                                                                                                                                  CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.495
    1390   workflow_inst/config_fsm_state[1]                                                                                                                                                                                                                                                                        D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.497
    1391   ad9914_ctrl_inst_1/ad9914_reg_wr_inst/p_load_reg                                                                                                                                                                                                                                                         D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.514
    1392   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.wr/wpntr/gcc0\.gc1\.count_2                                                                                                                                                                 CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.520
    1393   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.wr/wpntr/gcc0\.gc1\.count_3                                                                                                                                                                 CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.520
    1394   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.wr/wpntr/gcc0\.gc1\.count_4                                                                                                                                                                 CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.520
    1395   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.wr/wpntr/gcc0\.gc1\.count_5                                                                                                                                                                 CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.520
    1396   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.wr/wpntr/gcc0\.gc1\.count_d1_1                                                                                                                                                              CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.520
    1397   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.wr/wpntr/gcc0\.gc1\.count_d1_2                                                                                                                                                              CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.520
    1398   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.wr/wpntr/gcc0\.gc1\.count_d1_3                                                                                                                                                              CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.520
    1399   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.wr/wpntr/gcc0\.gc1\.count_d1_4                                                                                                                                                              CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.520
    1400   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.wr/wpntr/gcc0\.gc1\.count_d1_5                                                                                                                                                              CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.520
    1401   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.wr/wpntr/gcc0\.gc1\.count_d2_0                                                                                                                                                              CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.520
    1402   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.wr/wpntr/gcc0\.gc1\.count_d2_1                                                                                                                                                              CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.520
    1403   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.wr/wpntr/gcc0\.gc1\.count_d2_2                                                                                                                                                              CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.520
    1404   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.wr/wpntr/gcc0\.gc1\.count_d2_3                                                                                                                                                              CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.520
    1405   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.wr/wpntr/gcc0\.gc1\.count_d2_4                                                                                                                                                              CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.520
    1406   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.wr/wpntr/gcc0\.gc1\.count_d2_5                                                                                                                                                              CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.520
    1407   ad9914_ctrl_inst_2/ad9914_reg_wr_inst/addr_reg[3]                                                                                                                                                                                                                                                        D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.521
    1408   ad9914_ctrl_inst_2/ad9914_reg_wr_inst/addr_reg[6]                                                                                                                                                                                                                                                        D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.521
    1409   ad9914_ctrl_inst_2/ad9914_reg_wr_inst/addr_reg[7]                                                                                                                                                                                                                                                        D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.521
    1410   ad9914_ctrl_inst_2/ad9914_reg_wr_inst/p_load_reg                                                                                                                                                                                                                                                         D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.521
    1411   workflow_inst/prf_edge_phase_num[3]                                                                                                                                                                                                                                                                      D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.539
    1412   post_prf_gen_inst/delay_count[15]                                                                                                                                                                                                                                                                        D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.542
    1413   pre_prf_gen_inst/delay_count[15]                                                                                                                                                                                                                                                                         D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.543
    1414   prf_gen_inst/delay_count[15]                                                                                                                                                                                                                                                                             D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.543
    1415   protocol_inst/cmd_rx_inst/myfifo_rx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_1                                                                                                                                                                       CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1416   protocol_inst/cmd_rx_inst/myfifo_rx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_2                                                                                                                                                                       CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1417   protocol_inst/cmd_rx_inst/myfifo_rx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_3                                                                                                                                                                       CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1418   protocol_inst/cmd_rx_inst/myfifo_rx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_4                                                                                                                                                                       CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1419   protocol_inst/cmd_rx_inst/myfifo_rx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_5                                                                                                                                                                       CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1420   protocol_inst/cmd_rx_inst/myfifo_rx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_d1_0                                                                                                                                                                    CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1421   protocol_inst/cmd_rx_inst/myfifo_rx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_d1_1                                                                                                                                                                    CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1422   protocol_inst/cmd_rx_inst/myfifo_rx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_d1_2                                                                                                                                                                    CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1423   protocol_inst/cmd_rx_inst/myfifo_rx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_d1_3                                                                                                                                                                    CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1424   protocol_inst/cmd_rx_inst/myfifo_rx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_d1_4                                                                                                                                                                    CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1425   protocol_inst/cmd_rx_inst/myfifo_rx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_d1_5                                                                                                                                                                    CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1426   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_1                                                                                                                                                                       CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1427   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_2                                                                                                                                                                       CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1428   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_3                                                                                                                                                                       CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1429   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_4                                                                                                                                                                       CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1430   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_5                                                                                                                                                                       CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1431   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_d1_0                                                                                                                                                                    CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1432   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_d1_1                                                                                                                                                                    CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1433   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_d1_2                                                                                                                                                                    CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1434   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_d1_3                                                                                                                                                                    CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1435   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_d1_4                                                                                                                                                                    CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1436   protocol_inst/cmd_tx_inst/myfifo_tx_inst/U0/xst_fifo_generator/gconvfifo\.rf/grf\.rf/gntv_or_sync_fifo\.gl0\.rd/rpntr/gc0\.count_d1_5                                                                                                                                                                    CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.546
    1437   ad9914_ctrl_inst_1/reg_wvar_reg[20]                                                                                                                                                                                                                                                                      D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.560
    1438   myila_inst/U0/I_NO_D\.U_ILA/U_STAT/U_STATE0                                                                                                                                                                                                                                                              CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.564
    1439   myila_inst/U0/I_NO_D\.U_ILA/U_STAT/U_STATE1                                                                                                                                                                                                                                                              CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.564
    1440   post_prf_gen_inst/delay_count[14]                                                                                                                                                                                                                                                                        D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.564
    1441   pre_prf_gen_inst/delay_count[14]                                                                                                                                                                                                                                                                         D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.566
    1442   prf_gen_inst/delay_count[14]                                                                                                                                                                                                                                                                             D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.566
    1443   post_prf_gen_inst/delay_count[13]                                                                                                                                                                                                                                                                        D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.587
    1444   pre_prf_gen_inst/delay_count[13]                                                                                                                                                                                                                                                                         D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.588
    1445   prf_gen_inst/delay_count[13]                                                                                                                                                                                                                                                                             D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.588
    1446   ad9914_ctrl_inst_1/reg_wvar_reg[10]                                                                                                                                                                                                                                                                      D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.591
    1447   myila_inst/U0/I_NO_D\.U_ILA/U_G2_SQ\.U_CAPCTRL/U_SCNT_CMP_Q                                                                                                                                                                                                                                              CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.592
    1448   myila_inst/U0/I_NO_D\.U_ILA/U_G2_SQ\.U_CAPCTRL/U_WCNT_HCMP_Q                                                                                                                                                                                                                                             CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.592
    1449   myila_inst/U0/I_NO_D\.U_ILA/U_G2_SQ\.U_CAPCTRL/U_WCNT_LCMP_Q                                                                                                                                                                                                                                             CE                reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.592
    1450   ad9914_ctrl_inst_1/fsm_state_cur[24]                                                                                                                                                                                                                                                                     D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.600
    1451   workflow_inst/prf_edge_phase_num[1]                                                                                                                                                                                                                                                                      D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.609
    1452   workflow_inst/prf_edge_phase_num[2]                                                                                                                                                                                                                                                                      D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.609
    1453   post_prf_gen_inst/delay_count[12]                                                                                                                                                                                                                                                                        D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.610
    1454   pre_prf_gen_inst/delay_count[12]                                                                                                                                                                                                                                                                         D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.611
    1455   prf_gen_inst/delay_count[12]                                                                                                                                                                                                                                                                             D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.611
    1456   ad9914_ctrl_inst_1/fsm_state_cur[0]                                                                                                                                                                                                                                                                      D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.615
    1457   post_prf_gen_inst/delay_count[11]                                                                                                                                                                                                                                                                        D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.633
    1458   pre_prf_gen_inst/delay_count[11]                                                                                                                                                                                                                                                                         D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.634
    1459   prf_gen_inst/delay_count[11]                                                                                                                                                                                                                                                                             D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.634
    1460   workflow_inst/ad9914_sweep_1                                                                                                                                                                                                                                                                             D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.649
    1461   workflow_inst/ad9914_update_config_1                                                                                                                                                                                                                                                                     D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.649
    1462   ad9914_ctrl_inst_1/reg_wvar_reg[19]                                                                                                                                                                                                                                                                      D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.650
    1463   post_prf_gen_inst/delay_count[10]                                                                                                                                                                                                                                                                        D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.656
    1464   pre_prf_gen_inst/delay_count[10]                                                                                                                                                                                                                                                                         D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.657
    1465   prf_gen_inst/delay_count[10]                                                                                                                                                                                                                                                                             D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.657
    1466   post_prf_gen_inst/delay_count[9]                                                                                                                                                                                                                                                                         D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.678
    1467   pre_prf_gen_inst/delay_count[9]                                                                                                                                                                                                                                                                          D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.679
    1468   prf_gen_inst/delay_count[9]                                                                                                                                                                                                                                                                              D                 reg    top|clk:r                                                        top|clk:r                                                              4.406   1000.000   997.679
